metaDateCreated,date_time,state,county,sample_type,Sample_ID,store_group/store_name,store_group/store_brand,group_farm/farm_name,group_farm/followup,group_farm/farm_email,farm_variety,farm_practice,vegetable_quality,soil_group/soil_type,soil_group/soil_organic_matter,soil_group/soil_slope,soil3.Depth,soil3.display_respiration.data.ugc_gsoil,soil3.scan_vis.data.device_battery,soil3.scan_vis.data.device_id,soil3.scan_vis.data.median_365,soil3.scan_vis.data.median_385,soil3.scan_vis.data.median_450,soil3.scan_vis.data.median_500,soil3.scan_vis.data.median_530,soil3.scan_vis.data.median_587,soil3.scan_vis.data.median_632,soil3.scan_vis.data.median_850,soil3.scan_vis.data.median_880,soil3.scan_vis.data.median_940,soil3.display_loi.data.Organic_Matter,soil3.display_loi.data.Total Organic C %,soil3.xrf.data.elements,soil3.xrf.data.elements_ppm,soil3.xrf.data.elements_photons,soil9.Depth,soil9.display_respiration.data.ugc_gsoil,soil9.scan_vis.data.device_battery,soil9.scan_vis.data.device_id,soil9.scan_vis.data.median_365,soil9.scan_vis.data.median_385,soil9.scan_vis.data.median_450,soil9.scan_vis.data.median_500,soil9.scan_vis.data.median_530,soil9.scan_vis.data.median_587,soil9.scan_vis.data.median_632,soil9.scan_vis.data.median_850,soil9.scan_vis.data.median_880,soil9.scan_vis.data.median_940,soil9.display_loi.data.Organic_Matter,soil9.display_loi.data.Total Organic C %,soil9.xrf.data.elements,soil9.xrf.data.elements_ppm,soil9.xrf.data.elements_photons,carrots.metaDateCreated,carrots.carrot_diameter,carrots.supernatant.data.median_850,carrots.supernatant.data.median_880,carrots.supernatant.data.median_940,carrots.supernatant.data.median_365,carrots.supernatant.data.median_385,carrots.supernatant.data.median_450,carrots.supernatant.data.median_500,carrots.supernatant.data.median_530,carrots.supernatant.data.median_587,carrots.supernatant.data.median_632,carrots.sample_quality,carrots.xrf.data.elements,carrots.xrf.data.elements_ppm,carrots.xrf.data.elements_photons,carrots.veg_results.data.polyphenolsMgGae100gFw,carrots.veg_results.data.proteinMgPer100g,carrots.veg_results.data.antioxidentsFrap,carrots.veg_results.data.moistureContent,carrots.carrot_color,carrots.carrotscan.median_365,carrots.carrotscan.median_385,carrots.carrotscan.median_450,carrots.carrotscan.median_500,carrots.carrotscan.median_530,carrots.carrotscan.median_587,carrots.carrotscan.median_632,carrots.carrotscan.median_850,carrots.carrotscan.median_880,carrots.carrotscan.median_940,spinach.metaDateCreated,spinach.supernatant.data.median_850,spinach.supernatant.data.median_880,spinach.supernatant.data.median_940,spinach.supernatant.data.median_365,spinach.supernatant.data.median_385,spinach.supernatant.data.median_450,spinach.supernatant.data.median_500,spinach.supernatant.data.median_530,spinach.supernatant.data.median_587,spinach.supernatant.data.median_632,spinach.sample_quality,spinach.xrf.data.elements,spinach.xrf.data.elements_ppm,spinach.xrf.data.elements_photons,spinach.veg_results.data.polyphenolsMgGae100gFw,spinach.veg_results.data.antioxidentsFrap,spinach.veg_results.data.proteinMgPer100g,spinach.spinachscan.median_365,spinach.spinachscan.median_385,spinach.spinachscan.median_450,spinach.spinachscan.median_500,spinach.spinachscan.median_530,spinach.spinachscan.median_587,spinach.spinachscan.median_632,spinach.spinachscan.median_850,spinach.spinachscan.median_880,spinach.spinachscan.median_940,food_Na,food_Mg,food_Al,food_Si,food_P,food_S,food_Cl,food_K,food_Ca,food_Mn,food_Fe,food_Ni,food_Cu,food_Zn,food_As,food_Pb,food_Se,food_Mo,soil_0_15_Na,soil_15_30_Na,soil_0_15_Mg,soil_15_30_Mg,soil_0_15_Al,soil_15_30_Al,soil_0_15_Si,soil_15_30_Si,soil_0_15_P,soil_15_30_P,soil_0_15_S,soil_15_30_S,soil_0_15_K,soil_15_30_K,soil_0_15_Ca,soil_15_30_Ca,soil_0_15_Ba,soil_15_30_Ba,soil_0_15_Ti,soil_15_30_Ti,soil_0_15_Cr,soil_15_30_Cr,soil_0_15_Mn,soil_15_30_Mn,soil_0_15_Fe,soil_15_30_Fe,soil_0_15_Ni,soil_15_30_Ni,soil_0_15_Cu,soil_15_30_Cu,soil_0_15_Zn,soil_15_30_Zn,soil_0_15_Pb,soil_15_30_Pb,soil_0_15_Rb,soil_15_30_Rb,soil_0_15_Sr,soil_15_30_Sr,soil_0_15_As,soil_15_30_As,soil_0_15_Se,soil_15_30_Se,soil_0_15_Mo,soil_15_30_Mo,bioScore
2019-01-24T08:38:09.965-05:00,,,,spinach,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-28T10:44:34.529-04:00,3.52575,1.17058,4,-24.7316,-37.209,-71.9289,-12.919,-9.7798,-16.2323,-22.3879,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","-26156.98,41307.18,96.98,1251.85,5113.57,8403.42,8884.73,0,84334.71,16434.7,42.84,104.95,9.28,3.43,65.64,0.36,2.11,2.31,3.64","10.693,18.711,33.423,47.47,165.638,365.715,718.731,782.71,4736.04,860.496,67.116,104.564,125.025,63.593,80.362,0.24,0.24,0.22,6.05",14.67,732.88,5.02,-2.0684566666666666,-2.5015466666666666,1.6229966666666666,4.63963,6.70011,5.89976,3.3465316,53.110800000000005,52.635600000000004,64.5087,-26156.98,41307.18,96.98,1251.85,5113.57,8403.42,8884.73,84334.71,16434.7,42.84,104.95,9.28,3.43,65.64,0.36,2.11,2.31,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:37:54.063-05:00,,,,spinach,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-28T10:40:21.341-04:00,3.75056,0.940677,4.00125,-24.607,-37.0919,-71.2847,-12.6349,-9.60281,-14.3802,-19.8838,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","-19370.76,73489.56,142.41,2492.49,1463.93,7709.7,5529.14,0,114959.49,22353.11,52.93,132.23,7.06,6.5,36.82,0.16,0.47,2.4,2.34","9.558,19.476,44.634,67.906,94.428,389.852,482.804,656.903,6825.96,1000.39,76.865,110.156,127.951,68.401,70.559,0.19,0.19,0.24,5.9",14.74,692.43,4.78,-2.1756699999999998,-2.55748,0.4656816666666667,3.91203,5.3288866666666665,3.6189533333333332,1.7249833333333333,50.17263333333333,54.6062,50.02926666666667,-19370.76,73489.56,142.41,2492.49,1463.93,7709.7,5529.14,114959.49,22353.11,52.93,132.23,7.06,6.5,36.82,0.16,0.47,2.4,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:37:38.273-05:00,,,,spinach,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-28T10:35:06.668-04:00,4.4578,0.74142,6,-22.4345,-33.4422,-62.9507,-6.55686,-4.70337,-7.88482,-11.7558,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","-29312.24,35111.76,84.53,965.66,5651.04,8521.84,8031.64,0,71830.01,14789.27,46.69,108.53,8.79,3.85,68.8,0.21,0.73,2.27,2.01","10.904,19.583,29.093,43.731,162.021,360.233,675.258,728.634,4001.03,818.792,67.949,105.323,125.063,64.23,82.242,0.2,0.2,0.22,5.83",9.42,616.86,4.09,-2.300526666666667,-2.906446666666667,-0.46636616033333333,2.7731066666666666,3.9956066666666668,2.5841153333333335,0.8526466666666667,54.03483333333333,55.698766666666664,58.47386666666667,-29312.24,35111.76,84.53,965.66,5651.04,8521.84,8031.64,71830.01,14789.27,46.69,108.53,8.79,3.85,68.8,0.21,0.73,2.27,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:37:12.445-05:00,,,,spinach,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-28T10:31:00.100-04:00,4.58127,1.03804,4.00263,-23.7598,-34.9002,-45.7812,-5.47573,-3.3157,-2.25055,-3.10913,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","-24512.85,55815.4,97.09,1284.21,5313.37,8963.94,9092.94,0,87439.04,16546.17,45.95,110.83,8.84,3.87,68.95,0.36,1.94,2.19,3.33","10.562,21.651,34.69,45.325,172.463,387.262,732.563,783.278,4921.45,850.9,68.414,105.817,125.832,64.728,82.714,0.24,0.23,0.2,5.99",26.05,437.17,5.37,-2.3179633333333336,-2.8775733333333338,0.21727833333333335,3.05371,4.215033333333333,2.529085333333333,1.1012423333333332,55.15776666666667,56.34010000000001,59.0902,-24512.85,55815.4,97.09,1284.21,5313.37,8963.94,9092.94,87439.04,16546.17,45.95,110.83,8.84,3.87,68.95,0.36,1.94,2.19,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:36:57.000-05:00,,,,carrot,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-21T12:04:37.238-04:00,30,4.3553,1.02907,3,-8.62169,-9.64029,-4,1.70349,2.67814,1.91806,1.92744,yes,"As,Pb,Se,Mo","0.08,-0.05,1.31,-1.26","0.15,0.15,0.18,5.41",7.77,3.1,123.7,0.88,orange,-0.2886595,-0.18384699999999998,-1.3822578,0.8890914999999999,2.5585145,49.9942,60.0363,61.3264,59.4207,52.311099999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,-0.05,1.31,-1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:34:08.447-05:00,,,,carrot,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-28T09:51:44.210-04:00,31,4.11769,0.276197,2,-4.43719,-5.03865,2,2.59446,3.61114,2.55732,2.42511,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","-2051.82,-1333.5,42.96,258.78,5383.4,3348.72,9910.72,0,21127.94,3492.42,37.4,25.89,7.88,5.87,25.76,0.1,0.02,1.11,-0.54","7.243,3.998,10.034,18.462,104.512,129.137,572.968,609.421,1118.16,326.098,53.281,87.403,137.601,73.446,68.931,0.16,0.16,0.17,5.49",7.55,1.01,8.33,0.91,orange,-0.25548165,-0.4001755,-1.415883,-0.4411465,0.191484,43.7097,55.7682,55.795249999999996,52.96095,48.6001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2051.82,-1333.5,42.96,258.78,5383.4,3348.72,9910.72,21127.94,3492.42,37.4,25.89,7.88,5.87,25.76,0.1,0.02,1.11,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:33:55.958-05:00,,,,carrot,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-28T09:37:59.088-04:00,22,4.10875,0.877545,3,-5.64677,-7.01383,0,1.35861,2.25957,2.23631,1.59844,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","1865.41,27.22,41.93,253.94,4588.91,1917.2,9090.4,0,20184.85,2937.93,32.49,-5.19,7.23,5.66,19.08,0.08,-0.05,1.03,-1.73","5.875,3.564,9.524,17.92,78.201,74.929,491.836,541.533,1072.27,295.373,51.36,80.149,119.391,61.657,54.15,0.15,0.15,0.16,5.35",3.12,1.31,74.49,0.89,orange,-0.74949,-0.723449,-0.969444,-1.5422339999999999,-1.217463,38.9455,52.173249999999996,53.09225,51.101200000000006,47.3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865.41,27.22,41.93,253.94,4588.91,1917.2,9090.4,20184.85,2937.93,32.49,-5.19,7.23,5.66,19.08,0.08,-0.05,1.03,-1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:33:43.423-05:00,,,,carrot,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-28T09:28:18.755-04:00,28,4.49077,1.44719,4,-1.70149,-1.53287,4,3.20786,4.28002,3.16833,2.72271,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","1310.04,-412.16,39.87,241.56,4385.79,2364.24,6049.89,0,16741.05,2882.49,31.18,-2.19,8.11,5.21,21.04,0.09,-0.05,1.07,-0.55","5.526,3.094,8.039,16.497,59.313,91.538,364.02,438.411,890.797,288.167,50.327,81.021,122.821,63.195,56.755,0.15,0.15,0.19,5.51",0.91,1.37,27.3,0.9,orange,-0.5331735,-0.423963,-0.7111445,-0.8854115,0.2567176,38.94255,48.799099999999996,49.3437,47.1113,45.041650000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310.04,-412.16,39.87,241.56,4385.79,2364.24,6049.89,16741.05,2882.49,31.18,-2.19,8.11,5.21,21.04,0.09,-0.05,1.07,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:33:26.401-05:00,,,,carrot,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-28T09:18:13.234-04:00,21,4.83614,1.32288,3,-3.38141,-3.2491,2,3.83297,4.99602,4.1288,3.68173,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","745.8,3.48,40.14,243.83,4670.72,2252.44,7044.29,0,16597.38,2552.57,37.28,5.14,7.07,6.55,21.18,0.07,-0.02,1.1,-0.57","5.973,3.49,8.124,16.452,76.82,85.023,411.803,466.814,877.76,262.747,52.775,82.475,125.676,66.564,59.796,0.13,0.13,0.18,5.5",4.73,2.49,31.18,0.88,orange,-0.728446,-0.7102945,-1.1114005,-0.896884,0.6223515,46.46395,59.944050000000004,60.0305,59.019450000000006,52.8998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.8,3.48,40.14,243.83,4670.72,2252.44,7044.29,16597.38,2552.57,37.28,5.14,7.07,6.55,21.18,0.07,-0.02,1.1,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:33:05.431-05:00,,,,carrot,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-28T09:11:45.183-04:00,22,4.36675,1.25228,3.02018,-6.85728,-7.14221,0,1.44672,1.94196,1.30548,1.07204,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","54.2,15.12,43.85,291.23,4937.94,2198.14,8602.74,0,27616.98,3059.58,35.06,17.56,8.3,5.64,22.63,0.13,0.13,1.17,-0.51","6.473,4.078,11.702,18.9,97.729,91.206,488.531,546.348,1489.58,299.384,51.785,85.593,134.245,70.891,64.645,0.17,0.17,0.21,5.52",7.68,1.61,52.24,0.89,orange,-0.805319,-0.800373,-0.9395344999999999,-1.5255999999999998,-0.3360125,40.05015,51.137950000000004,48.98975,47.1375,44.990750000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2,15.12,43.85,291.23,4937.94,2198.14,8602.74,27616.98,3059.58,35.06,17.56,8.3,5.64,22.63,0.13,0.13,1.17,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:32:48.336-05:00,,,,carrot,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-28T08:23:33.875-04:00,29,4.41982,0.758364,3,-4.26254,-5.04214,1,1.81804,2.71008,1.78535,1.56208,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","605.81,136.97,39.48,237.14,4521.86,2474.8,6579.59,0,13214.34,2409.03,36.88,13.12,6.89,6.96,24.39,0.09,-0.04,1.08,0.73","5.95,3.457,7.392,15.918,66.291,91.747,393.195,452.294,690.247,249.533,51.891,84.515,132.561,71.424,66.22,0.15,0.15,0.17,5.65",1.71,1.46,5.18,0.9,orange,-0.372069,-0.266837,-0.0699615,-0.2047208,1.313015,44.9285,57.16415,55.1025,53.0797,50.902249999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.81,136.97,39.48,237.14,4521.86,2474.8,6579.59,13214.34,2409.03,36.88,13.12,6.89,6.96,24.39,0.09,-0.04,1.08,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:32:29.293-05:00,,,,carrot,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31T11:56:55.138-04:00,25,4.65334,0.987919,4.02018,-3.40111,-3.44255,1,2.84761,3.36448,2.9897,2.5844,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","-263.3,4026.56,47.57,416.58,5659.85,3059.01,4572.68,0,43317.46,4693.22,41.14,53.29,5.34,8.23,34.39,0.1,0,1.35,0.48","5.958,5.127,17.508,20.94,131.076,136.215,315.629,423.285,2429.67,393.28,55.621,93.612,135.738,75.222,75.447,0.16,0.16,0.18,5.62",1.67,1.11,24.38,0.89,orange,0.8269165,0.019629499999999994,-1.6470935,1.6032199999999999,4.25576,50.9061,60.48155,61.70099999999999,56.80515,53.77245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-263.3,4026.56,47.57,416.58,5659.85,3059.01,4572.68,43317.46,4693.22,41.14,53.29,5.34,8.23,34.39,0.1,,1.35,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:27:51.614-05:00,,,,carrot,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:27:35.055-05:00,,,,carrot,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:27:12.721-05:00,,,,carrot,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:26:55.344-05:00,,,,carrot,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-24T08:15:46.275-05:00,,,,carrot,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-10T12:18:43.462-04:00,30,0.302971,-1.15156,1,-6.53937,-8.29474,-7,-0.468258,0.99627,2.01458,2.68121,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","1088.27,661.8,43.91,298.95,4305.4,2267.01,8945.55,0,27685.97,3711.46,33.22,5.35,6.77,6.81,24.96,0.13,0.13,1.15,0.18","6.184,4.121,11.904,18.539,73.685,96.536,496.855,559.912,1493.69,346.415,52.41,82.572,126.479,67.494,62.987,0.17,0.17,0.19,5.6",2.08,3.24,16.15,0.87,orange,-0.7906139999999999,-0.308655,-0.14660538,-0.09162695,3.865845,47.9316,58.158249999999995,60.57135,56.36625,51.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.27,661.8,43.91,298.95,4305.4,2267.01,8945.55,27685.97,3711.46,33.22,5.35,6.77,6.81,24.96,0.13,0.13,1.15,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-01-18T08:36:43.848-05:00,11/13/18 9am,CT,Hartford,carrot,937.2,Holcomb Farm CSA Barn,Holcomb Farm,,,,Ya Ya,organic local irrigation cover_crops nospray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-15T12:58:04.940-05:00,32,4.95226,1.2181,4,-0.0685176,0.481955,-1,3,4,2,3,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","286.98,1807.96,40.72,292.09,4756.5,1505.59,1738.86,0,27442.33,3324.98,36.14,22.4,6.95,6.64,25.32,0.09,-0.03,1.05,0.76","5.137,3.828,11.006,17.243,90.466,65.289,185.285,300.181,1521.35,324.588,52.716,86.637,139.61,75.639,70.764,0.15,0.15,0.18,5.66",1.55,1.67,13.98,0.92,orange,1.915785,2.073405,2.40299,-0.23397,2.0753415,39.9791,46.8283,43.4524,44.356899999999996,37.6559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.98,1807.96,40.72,292.09,4756.5,1505.59,1738.86,27442.33,3324.98,36.14,22.4,6.95,6.64,25.32,0.09,-0.03,1.05,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2019-01-18T08:36:43.848-05:00,11/13/18 9am,CT,Hartford,carrot,937.1,Holcomb Farm CSA Barn,Holcomb Farm,,,,Ya Ya,organic local irrigation cover_crops nospray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-15T12:52:35.105-05:00,30,4.31434,1.19459,3,-1.59767,-1,-0.0438596,4,5,4,3,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","902.25,1030.93,40.22,289.84,4435.48,1590.6,2249.63,0,23698.96,3257.08,35.12,18.68,8.66,4.67,30.17,0.1,0.05,1.01,-1.46","4.794,3.404,10.428,16.343,75.141,66.231,202.216,323.323,1302.66,320.872,52.245,85.805,142.206,75.259,73.179,0.16,0.16,0.16,5.38",2.22,1.89,19.48,0.91,orange,3.376325,4.2777449999999995,4.74009,3.772475,8.520725,51.8083,55.95515,51.229150000000004,51.73935,46.734700000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.25,1030.93,40.22,289.84,4435.48,1590.6,2249.63,23698.96,3257.08,35.12,18.68,8.66,4.67,30.17,0.1,0.05,1.01,-1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2019-01-18T08:36:43.848-05:00,11/13/18 9am,CT,Hartford,carrot,937.3,Holcomb Farm CSA Barn,Holcomb Farm,,,,Ya Ya,organic local irrigation cover_crops nospray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-15T13:05:39.022-05:00,28,3.98142,0.413736,3,-0.984306,-0.3291,3,2.4355,2.4988,1.52516,1.78481,yes,"Na,Mg,Al,Si,P,S,Cl,Rh,K,Ca,Mn,Fe,Ni,Cu,Zn,As,Pb,Se,Mo","1010.68,1193.22,38.9,276.4,4416.65,1694.26,1823.48,0,19648.32,2892.18,34.48,13.16,8.66,5.17,26.2,0.08,-0.06,1.06,-1.06","4.388,3.149,8.805,14.908,66.67,67.098,182.474,294.756,1071.29,293.404,51.541,84.569,135.156,71.042,66.952,0.14,0.15,0.17,5.43",2.41,1.79,30.13,0.9,orange,2.4731899999999998,2.71425,3.062785,0.2197275,3.2461200000000003,41.93485,47.983999999999995,43.4653,41.951350000000005,39.5076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.68,1193.22,38.9,276.4,4416.65,1694.26,1823.48,19648.32,2892.18,34.48,13.16,8.66,5.17,26.2,0.08,-0.06,1.06,-1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
